fighter,date_of_birth,tuf,r2ufc,dwcs,pride,sf,wec,bmf,hof,country,gender,weightclass,current_rank,rank_flag,current_p4p,p4p_flag,peak_rank,peak_p4p,bouts,wins,win_types,losses,loss_types,streak,best_streak,bonus,slot,elo,peak_elo,opp_elo,debut,debut_result,prev_bout,prev_result,next_date,next_opp
Randy Brown,1990-07-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Jamaica, United States",male,welterweight,16,NA,16,NA,16,16,22,14,4 KO 3 Sub 7 Dec,8,3 KO 2 Sub 3 Dec,-2,4,3,5.6,2902,3163,2817,2016-01-30,W - Matt Dwyer,2026-04-11,L - Kevin Holland,NA,NA
Brandon Moreno,1993-12-07,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,male,flyweight,8,NA,16,NA,-1,9,20,11,3 KO 3 Sub 5 Dec,7,1 KO 0 Sub 6 Dec,-2,3,7,3.5,2900,3343,2946,2016-10-01,W - Louis Smolka,2026-02-28,L - Lone'er Kavanagh,NA,NA
Terrance McKinney,1994-09-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,13,8,5 KO 3 Sub 0 Dec,5,3 KO 2 Sub 0 Dec,1,2,0,7.8,2900,2900,2735,2021-06-12,W - Matt Frevola,2026-03-28,W - Kyle Nelson,2026-07-11,King Green
Geoff Neal,1990-08-28,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,6,16,14,8,5 KO 1 Sub 2 Dec,6,2 KO 1 Sub 3 Dec,-2,5,3,4.6,2900,3179,2985,2018-02-18,W - Brian Camozzi,2026-02-21,L - Uros Medic,NA,NA
Lone'er Kavanagh,1999-06-09,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"China, United Kingdom, England",male,flyweight,6,NA,16,NA,6,16,4,3,0 KO 0 Sub 3 Dec,1,1 KO 0 Sub 0 Dec,1,2,1,6.8,2896,2896,2790,2024-11-23,W - Jose Ochoa,2026-02-28,W - Brandon Moreno,2026-07-11,Brandon Royval
Norma Dumont,1990-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,4,NA,16,NA,3,15,12,9,0 KO 0 Sub 9 Dec,3,1 KO 0 Sub 2 Dec,-1,6,0,5.8,2896,3069,2711,2020-02-29,L - Megan Anderson,2026-04-25,L - Joselyne Edwards,NA,NA
Julianna Pena,1989-08-19,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States, Venezuela",female,women's bantamweight,1,NA,9,NA,-1,3,12,8,2 KO 2 Sub 4 Dec,4,0 KO 3 Sub 1 Dec,-1,4,2,3.7,2896,3015,2807,2013-11-30,W - Jessica Rakoczy,2025-06-07,L - Kayla Harrison,NA,NA
Rongzhu,2000-03-07,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,male,lightweight,16,NA,16,NA,16,16,6,3,1 KO 0 Sub 2 Dec,3,1 KO 1 Sub 1 Dec,2,2,1,8.3,2895,2895,2670,2021-04-24,L - Rodrigo Vargas,2025-08-23,W - Austin Hubbard,NA,NA
Luke Riley,1999-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,featherweight,16,NA,16,NA,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,4.5,2895,2895,2745,2025-11-22,W - Bogdan Grad,2026-03-21,W - Michael Aswell Jr.,2026-07-11,Kai Kamaka III
Muslim Salikhov,1984-06-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,welterweight,16,NA,16,NA,14,16,14,9,5 KO 0 Sub 4 Dec,5,3 KO 1 Sub 1 Dec,-1,5,4,5.1,2894,3108,2862,2017-11-25,L - Alex Garcia,2025-11-08,L - Uros Medic,NA,NA
Yana Santos,1989-11-11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Russia,female,"women's bantamweight, women's featherweight",7,NA,16,NA,5,16,12,7,0 KO 0 Sub 7 Dec,5,3 KO 0 Sub 2 Dec,3,3,0,5.6,2894,2894,2723,2018-03-03,L - Cris Cyborg,2025-10-04,W - Macy Chiasson,NA,NA
Ateba Gautier,2002-04-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Cameroon,male,middleweight,16,NA,16,NA,16,16,5,5,4 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,5,5,2,7,2892,2892,2575,2025-03-29,W - Jose Medina,2026-05-09,W - Ozzy Diaz,NA,NA
Rafael Dos Anjos,1984-10-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, United States",male,"welterweight, lightweight",16,NA,16,NA,-1,4,36,21,4 KO 5 Sub 12 Dec,15,4 KO 1 Sub 10 Dec,-3,5,8,3.7,2891,3445,2969,2008-11-15,L - Jeremy Stephens,2024-10-26,L - Geoff Neal,NA,NA
Cam Rowston,1995-01-19,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,NA,16,NA,16,16,3,3,2 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,3,3,0,7,2890,2890,2690,2025-09-28,W - Andre Petroski,2026-05-02,W - Robert Bryczek,NA,NA
Levan Chokheli,1996-10-02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Georgia,male,welterweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,10,2890,2890,2524,2026-06-20,W - Leon Shahbazyan,2026-06-20,W - Leon Shahbazyan,NA,NA
Jack Hermansson,1988-06-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Norway, Sweden",male,"welterweight, middleweight",16,NA,16,NA,4,16,19,11,3 KO 3 Sub 5 Dec,8,5 KO 1 Sub 2 Dec,-2,4,2,4.5,2889,3276,2945,2016-09-03,W - Scott Askham,2025-11-22,L - Myktybek Orolbai,NA,NA
Felipe Lima,1998-05-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Brazil, Sweden",male,"bantamweight, featherweight",16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,-1,2,1,7.3,2884,3054,2875,2024-06-22,W - Muhammad Naimov,2025-06-28,L - Payton Talbott,NA,NA
Sean Woodson,1992-06-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,10,7,2 KO 0 Sub 5 Dec,2,1 KO 1 Sub 0 Dec,-1,4,0,8.1,2882,3023,2716,2019-10-18,W - Kyle Bochniak,2025-04-12,L - Dan Ige,NA,NA
Yousri Belgaroui,1992-06-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Netherlands, Tunisia",male,middleweight,16,NA,16,NA,16,16,2,2,2 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,8.5,2882,2882,2907,2025-10-18,W - Azamat Bekoev,2026-03-28,W - Mansur Abdul-Malik,NA,NA
Kai Asakura,1993-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,"bantamweight, flyweight",16,NA,16,NA,14,16,3,1,1 KO 0 Sub 0 Dec,2,0 KO 2 Sub 0 Dec,1,1,1,3.3,2881,2989,2890,2024-12-07,L - Alexandre Pantoja,2026-05-30,W - Cameron Smotherman,NA,NA
Jamall Emmers,1989-07-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,16,16,9,5,2 KO 0 Sub 3 Dec,4,1 KO 1 Sub 2 Dec,2,2,0,9.4,2878,2878,2692,2020-03-07,L - Giga Chikadze,2025-11-08,W - Hyder Amil,NA,NA
Jai Herbert,1988-05-13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England, Jamaica",male,lightweight,16,NA,16,NA,16,16,10,4,2 KO 0 Sub 2 Dec,5,2 KO 1 Sub 2 Dec,1,1,0,8.4,2878,2878,2787,2020-07-25,L - Francisco Trinaldo,2026-04-18,W - Mandel Nallo,NA,NA
Javier Reyes,1993-10-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Colombia,male,featherweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,10,2877,2877,2802,2026-02-28,W - Douglas Silva de Andrade,2026-02-28,W - Douglas Silva de Andrade,2026-06-27,Kaan Ofli
Juan Diaz,1998-06-03,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"Argentina, Mexico, Peru",male,bantamweight,16,NA,16,NA,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,3,2874,2874,2678,2026-05-16,W - Malcolm Wellmaker,2026-05-16,W - Malcolm Wellmaker,NA,NA
Chris Gutierrez,1991-04-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Colombia, Guatemala, United States",male,"bantamweight, featherweight",16,NA,16,NA,12,16,15,10,3 KO 0 Sub 7 Dec,4,0 KO 1 Sub 3 Dec,-1,4,1,8.1,2871,3005,2790,2018-11-30,L - Raoni Barcelos,2025-10-04,L - Farid Basharat,NA,NA
Dan Ige,1991-08-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,8,16,21,11,5 KO 1 Sub 5 Dec,10,1 KO 0 Sub 9 Dec,-2,6,4,4.6,2871,3092,2967,2018-01-20,L - Julio Arce,2026-02-21,L - Melquizael Costa,NA,NA
Kelvin Gastelum,1991-10-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Mexico, United States",male,middleweight,16,NA,16,NA,3,16,26,14,3 KO 2 Sub 9 Dec,11,0 KO 4 Sub 7 Dec,-1,5,7,3,2869,3269,3004,2013-04-13,W - Uriah Hall,2026-04-11,L - Vicente Luque,NA,NA
Derrick Lewis,1985-02-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,11,NA,16,NA,2,16,32,20,16 KO 0 Sub 4 Dec,12,9 KO 2 Sub 1 Dec,-2,6,8,3.3,2868,3347,2922,2014-04-19,W - Jack May,2026-06-14,L - Josh Hokit,NA,NA
Ryan Spann,1991-08-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,heavyweight,16,NA,16,NA,8,16,16,10,4 KO 4 Sub 2 Dec,6,3 KO 2 Sub 1 Dec,2,4,4,5.6,2866,3083,2816,2018-09-22,W - Luis Henrique Barbosa,2026-04-25,W - Marcus Buchecha,NA,NA
Mike Davis,1992-10-07,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,7,5,2 KO 1 Sub 2 Dec,2,0 KO 1 Sub 1 Dec,1,4,1,8.3,2865,2898,2791,2019-04-27,L - Gilbert Burns,2025-07-12,W - Mitch Ramirez,2026-07-25,Nurullo Aliev
Cody Garbrandt,1991-07-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,-1,5,17,10,6 KO 0 Sub 4 Dec,7,4 KO 1 Sub 2 Dec,1,6,4,4.7,2864,3147,2882,2015-01-03,W - Marcus Brimage,2026-03-07,W - Xiao Long,2026-07-11,Adrian Yanez
Jacob Malkoun,1995-08-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,middleweight,16,NA,16,NA,16,16,9,6,1 KO 0 Sub 5 Dec,3,1 KO 0 Sub 1 Dec,3,3,0,7.8,2864,2864,2656,2020-10-24,L - Phil Hawes,2026-05-02,W - Gerald Meerschaert,NA,NA
Wang Cong,1992-05-15,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,China,female,women's flyweight,12,NA,16,NA,11,16,5,4,1 KO 0 Sub 3 Dec,1,0 KO 1 Sub 0 Dec,3,3,0,8.8,2863,2863,2654,2024-08-24,W - Victoria Leonardo,2026-02-07,W - Eduarda Moura,2026-07-11,Tracy Cortez
Josh Emmett,1985-03-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,15,NA,16,NA,3,16,17,10,4 KO 0 Sub 6 Dec,7,2 KO 2 Sub 3 Dec,-3,5,5,4.2,2862,3240,2977,2016-05-08,W - Jon Tuck,2026-03-14,L - Kevin Vallejos,NA,NA
Murtazali Magomedov,1999-08-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Kyrgyzstan,male,featherweight,16,NA,16,NA,16,16,1,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,1,4,2862,2862,2717,2026-06-20,W - Melsik Baghdasaryan,2026-06-20,W - Melsik Baghdasaryan,NA,NA
Trey Ogden,1989-11-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,lightweight,16,NA,16,NA,16,16,7,3,0 KO 0 Sub 3 Dec,3,0 KO 0 Sub 3 Dec,-1,2,0,10,2861,3011,2836,2022-04-16,L - Jordan Leavitt,2025-01-11,L - Thiago Moises,NA,NA
Tim Elliott,1986-12-24,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"flyweight, bantamweight",12,NA,16,NA,5,16,22,10,0 KO 3 Sub 7 Dec,12,0 KO 5 Sub 7 Dec,-1,2,6,6.5,2860,3006,2759,2012-05-05,L - John Dodson,2026-05-02,L - Steve Erceg,NA,NA
Da'Mon Blackshear,1994-08-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,10,5,1 KO 3 Sub 1 Dec,4,1 KO 0 Sub 3 Dec,-1,3,2,9.4,2860,2985,2785,2022-08-13,D - Youssef Zalal,2025-07-26,L - Davey Grant,NA,NA
Daniel Santos,1995-03-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,"featherweight, bantamweight",16,NA,16,NA,16,16,6,4,2 KO 0 Sub 2 Dec,2,1 KO 0 Sub 1 Dec,-1,4,2,7.5,2860,2982,2784,2022-04-09,L - Julio Arce,2026-05-16,L - Dooho Choi,NA,NA
Nasrat Haqparast,1995-08-22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Afghanistan, Germany",male,lightweight,16,NA,16,NA,16,16,15,10,2 KO 0 Sub 8 Dec,5,2 KO 0 Sub 3 Dec,-1,5,4,6.4,2860,2995,2766,2017-10-21,L - Marcin Held,2025-10-25,L - Quillan Salkilld,NA,NA
Ignacio Bahamondes,1997-08-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Chile,male,lightweight,16,NA,16,NA,15,16,10,6,3 KO 2 Sub 1 Dec,4,0 KO 0 Sub 4 Dec,-2,3,5,6.4,2856,3104,2855,2021-04-10,L - John Makdessi,2026-03-28,L - Tofiq Musayev,NA,NA
Ailin Perez,1994-10-05,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,female,women's bantamweight,5,NA,16,NA,5,16,7,6,0 KO 1 Sub 5 Dec,1,0 KO 1 Sub 0 Dec,6,6,0,11,2856,2856,2508,2022-09-03,L - Stephanie Egger,2026-02-28,W - Macy Chiasson,NA,NA
Santiago Ponzinibbio,1986-09-26,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Argentina,male,welterweight,16,NA,16,NA,7,16,20,12,7 KO 0 Sub 5 Dec,8,4 KO 0 Sub 4 Dec,-1,7,6,3.8,2855,3262,2852,2013-11-09,L - Ryan LaFlare,2025-05-03,L - Daniel Rodriguez,NA,NA
Aliaskhab Khizriev,1990-08-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Russia,male,middleweight,16,NA,16,NA,16,16,2,1,0 KO 1 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,0,1,0,7,2855,2855,2711,2022-03-26,W - Denis Tiuliulin,2024-02-03,NC - Makhmud Muradov,NA,NA
Gokhan Saricam,1991-02-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,"Belgium, Turkey",male,heavyweight,16,NA,16,NA,16,16,1,1,1 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,1,1,0,8,2854,2854,2696,2026-04-18,W - Tanner Boser,2026-04-18,W - Tanner Boser,NA,NA
Iasmin Lucindo,2002-01-08,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,16,NA,16,NA,7,16,7,5,0 KO 1 Sub 4 Dec,2,0 KO 0 Sub 2 Dec,1,4,1,4.6,2852,2852,2687,2022-08-13,L - Yazmin Jauregui,2025-08-09,W - Angela Hill,NA,NA
Alexia Thainara,1995-11-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's strawweight,14,NA,16,NA,13,16,3,3,0 KO 1 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,3,3,1,9.7,2851,2851,2591,2025-03-22,W - Molly McCann,2026-03-28,W - Bruna Brasil,NA,NA
Jimmy Crute,1996-03-04,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,light heavyweight,16,NA,16,NA,12,16,12,6,2 KO 4 Sub 0 Dec,4,2 KO 2 Sub 0 Dec,2,2,3,5.1,2849,2937,2778,2018-12-01,W - Paul Craig,2025-09-28,W - Ivan Erslan,NA,NA
Jonathan Micallef,1999-03-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,welterweight,16,NA,16,NA,16,16,3,3,0 KO 1 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,3,3,0,10.7,2848,2858,2730,2025-02-08,W - Kevin Jousset,2026-05-02,W - Themba Gorimbo,NA,NA
Chris Curtis,1987-07-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,"welterweight, middleweight",16,NA,16,NA,13,16,12,6,3 KO 0 Sub 3 Dec,5,1 KO 0 Sub 4 Dec,-1,3,4,5.4,2847,3123,2963,2021-11-06,W - Phil Hawes,2026-03-14,L - Myktybek Orolbai,NA,NA
Brady Hiestand,1999-04-30,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,4,3,1 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,3,3,1,7,2846,2846,2629,2021-08-28,L - Ricky Turcios,2024-06-15,W - Garrett Armfield,NA,NA
Ricky Simon,1992-08-31,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,9,16,17,10,2 KO 3 Sub 5 Dec,6,2 KO 0 Sub 4 Dec,0,5,4,6.5,2846,3149,2841,2018-04-21,W - Merab Dvalishvili,2026-03-28,D - Adrian Yanez,NA,NA
Luana Santos,2000-04-16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,female,women's bantamweight,9,NA,16,NA,9,16,7,6,1 KO 2 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,3,3,0,9.9,2846,2846,2532,2023-08-12,W - Juliana Miller,2026-06-20,W - Karol Rosa,NA,NA
Adrian Yanez,1993-11-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,12,16,10,6,5 KO 0 Sub 1 Dec,3,2 KO 0 Sub 1 Dec,0,5,5,5.4,2843,2923,2774,2020-10-31,W - Victor Rodriguez,2026-03-28,D - Ricky Simon,2026-07-11,Cody Garbrandt
Seokhyeon Ko,1993-09-24,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,South Korea,male,welterweight,16,NA,16,NA,16,16,2,2,0 KO 0 Sub 2 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,9.5,2843,2843,2847,2025-06-21,W - Oban Elliott,2025-11-01,W - Phil Rowe,2026-07-18,Jean-Paul Lebosnoyani
Khaos Williams,1994-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,welterweight,16,NA,16,NA,16,16,11,7,5 KO 0 Sub 2 Dec,4,0 KO 1 Sub 3 Dec,1,2,4,5.9,2843,3030,2809,2020-02-08,W - Alex Morono,2026-05-16,W - Nikolay Veretennikov,NA,NA
Louis Lee Scott,2000-02-26,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,bantamweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,NA,NA,2842,NA,NA,NA,NA,NA,NA,NA,NA
Victor Henry,1987-05-04,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,bantamweight,16,NA,16,NA,16,16,7,4,1 KO 0 Sub 3 Dec,2,0 KO 1 Sub 1 Dec,1,1,0,7.6,2840,2989,2806,2022-01-22,W - Raoni Barcelos,2025-04-05,W - Pedro Falcao,NA,NA
Mick Parkin,1995-10-02,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,"United Kingdom, England",male,heavyweight,15,NA,16,NA,12,16,5,4,1 KO 0 Sub 3 Dec,1,0 KO 0 Sub 1 Dec,-1,4,1,11,2840,2903,2772,2023-07-22,W - Jamal Pogues,2025-03-22,L - Marcin Tybura,NA,NA
Charles Johnson,1991-01-10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,flyweight,14,NA,16,NA,12,16,14,8,3 KO 0 Sub 5 Dec,6,1 KO 0 Sub 5 Dec,1,4,3,8.4,2838,2953,2773,2022-07-23,L - Muhammad Mokaev,2026-03-14,W - Bruno Gustavo da Silva,2026-06-27,Asu Almabayev
Ion Cutelaba,1993-12-14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Moldova,male,light heavyweight,16,NA,16,NA,15,16,21,9,4 KO 2 Sub 3 Dec,11,4 KO 4 Sub 3 Dec,-1,2,1,5,2838,2937,2814,2016-06-18,L - Misha Cirkunov,2026-06-20,L - Navajo Stirling,NA,NA
Ante Delija,1990-08-07,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Croatia,male,heavyweight,10,NA,16,NA,9,16,3,1,1 KO 0 Sub 0 Dec,2,1 KO 0 Sub 1 Dec,-2,1,1,4.7,2838,3058,3018,2025-09-06,W - Marcin Tybura,2026-02-21,L - Serghei Spivac,2026-08-01,Johnny Walker
Marvin Vettori,1993-09-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Italy,male,middleweight,16,NA,16,NA,2,16,18,9,0 KO 2 Sub 7 Dec,8,0 KO 0 Sub 8 Dec,-4,5,4,4.9,2837,3266,2974,2016-08-20,W - Alberto Uda,2025-12-06,L - Brunno Ferreira,NA,NA
Rei Tsuruya,2002-06-22,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Japan,male,"bantamweight, flyweight",16,NA,16,NA,16,16,3,2,0 KO 1 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,1,1,0,9.3,2836,2876,2705,2024-06-29,W - Carlos Hernandez,2026-05-30,W - Luis Gurule,NA,NA
Marwan Rahiki,2002-05-10,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Morocco,male,featherweight,16,NA,16,NA,16,16,2,2,2 KO 0 Sub 0 Dec,0,0 KO 0 Sub 0 Dec,2,2,1,4,2836,2836,2568,2026-03-14,W - Harry Hardwick,2026-05-02,W - Ollie Schmid,NA,NA
Kyle Daukaus,1993-02-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,middleweight,16,NA,16,NA,16,16,10,4,1 KO 2 Sub 1 Dec,5,3 KO 0 Sub 2 Dec,-1,2,2,6.9,2834,2919,2814,2020-06-27,L - Brendan Allen,2026-06-14,L - Bo Nickal,NA,NA
Irene Aldana,1988-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Mexico,female,women's bantamweight,6,NA,16,NA,2,12,14,8,3 KO 1 Sub 4 Dec,6,0 KO 0 Sub 6 Dec,-1,3,5,6.3,2834,2915,2692,2016-12-17,L - Leslie Smith,2024-09-14,L - Norma Dumont,NA,NA
Cody Haddon,1998-09-08,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Australia,male,bantamweight,16,NA,16,NA,16,16,2,2,1 KO 0 Sub 1 Dec,0,0 KO 0 Sub 0 Dec,2,2,0,10,2833,2833,2660,2024-10-12,W - Dan Argueta,2026-05-30,W - Aoriqileng,NA,NA
Fatima Kline,2000-07-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,female,women's strawweight,11,NA,16,NA,11,16,4,3,2 KO 0 Sub 1 Dec,1,0 KO 0 Sub 1 Dec,3,3,1,11.2,2833,2833,2688,2024-07-13,L - Jasmine Jasudavicius,2025-11-15,W - Angela Hill,2026-07-18,Tabatha Ricci
Jefferson Nascimento,2001-02-18,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Brazil,male,welterweight,16,NA,16,NA,16,16,0,NA,NA,NA,NA,NA,NA,0,NA,2833,NA,2686,NA,NA,NA,NA,2026-06-27,Tahir Abdullayev
Calvin Kattar,1988-03-26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,United States,male,featherweight,16,NA,16,NA,4,16,15,7,4 KO 0 Sub 3 Dec,8,1 KO 0 Sub 7 Dec,-5,2,5,3.7,2831,3202,3024,2017-07-29,W - Andre Fili,2025-07-12,L - Steve Garcia,NA,NA
Marcin Tybura,1985-11-09,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,Poland,male,heavyweight,12,NA,16,NA,7,16,24,14,5 KO 1 Sub 8 Dec,10,5 KO 1 Sub 4 Dec,-2,5,4,5.1,2827,3144,2877,2016-04-10,L - Tim Johnson,2026-03-28,L - Tyrell Fortune,2026-08-01,Aleksandar Rakic
Muin Gafurov,1996-05-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Tajikistan,male,bantamweight,16,NA,16,NA,16,16,5,2,0 KO 0 Sub 2 Dec,3,0 KO 2 Sub 1 Dec,-1,2,0,9.2,2826,2881,2843,2023-06-03,L - John Castaneda,2026-02-07,L - Jakub Wiklacz,2026-07-25,Abdul Hussein
Piera Rodriguez,1992-11-11,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,Venezuela,female,women's strawweight,16,NA,16,NA,16,16,7,5,0 KO 0 Sub 5 Dec,2,0 KO 1 Sub 0 Dec,3,3,0,11.3,2824,2824,2634,2022-04-09,W - Kay Hansen,2026-03-14,W - Sam Hughes,NA,NA
